order_id,order_date,month,member_id,country,category,product,quantity,unit_price,total_sales
ORD-657075,2024-05-04,2024-05,6318,India,Home & Garden,Plant Pot,1,185.05,185.05
ORD-763664,2024-05-18,2024-05,7491,Canada,Books,Cookbook,3,56.34,169.02
ORD-965674,2024-05-15,2024-05,9084,Australia,Toys,Plush Toy,4,347.61,1390.44
ORD-253878,2024-05-03,2024-05,9577,USA,Office Supplies,Envelope,1,170.03,170.03
ORD-520205,2024-05-21,2024-05,2656,Australia,Toys,Puzzle,7,377.14,2639.98
ORD-977504,2024-05-21,2024-05,1366,Italy,Food,Pasta,2,75.56,151.12
ORD-639009,2024-05-09,2024-05,8101,India,Clothing,Sneakers,10,497.51,4975.1
ORD-388134,2024-05-19,2024-05,9833,Australia,Books,Novel,7,241.73,1692.11
ORD-385925,2024-05-13,2024-05,4042,India,Home & Garden,Plant Pot,5,455.78,2278.9
ORD-388115,2024-05-26,2024-05,1082,USA,Toys,Action Figure,3,213.02,639.06
ORD-331795,2024-05-08,2024-05,5375,Canada,Beauty,Face Mask,6,120.16,720.96
ORD-716472,2024-05-23,2024-05,2044,Italy,Office Supplies,Whiteboard,8,308.56,2468.48
ORD-113177,2024-05-13,2024-05,7893,Brazil,Office Supplies,Desk Organizer,9,243.05,2187.45
ORD-995857,2024-05-27,2024-05,6618,Australia,Sports,Basketball,8,227.75,1822.0
ORD-792792,2024-05-13,2024-05,9175,Mexico,Books,Cookbook,1,135.29,135.29
ORD-487125,2024-05-07,2024-05,2287,Canada,Beauty,Face Mask,9,376.53,3388.77
ORD-755216,2024-05-22,2024-05,5981,China,Home & Garden,Cushion,3,239.02,717.06
ORD-887887,2024-05-14,2024-05,3731,India,Office Supplies,Desk Organizer,1,213.54,213.54
ORD-496811,2024-05-13,2024-05,5651,Germany,Automotive,Oil Filter,3,461.38,1384.14
ORD-403404,2024-05-07,2024-05,3023,Germany,Clothing,Shorts,10,496.14,4961.4
ORD-538493,2024-05-14,2024-05,3926,Brazil,Food,Spices,4,38.44,153.76
ORD-626704,2024-05-04,2024-05,5569,Mexico,Sports,Basketball,6,335.47,2012.82
ORD-400189,2024-05-28,2024-05,9775,Germany,Automotive,Wiper,8,207.94,1663.52
ORD-899995,2024-05-10,2024-05,8363,Japan,Food,Honey,6,5.32,31.92
ORD-530224,2024-05-19,2024-05,8602,Japan,Food,Green Tea,7,67.04,469.28
ORD-728692,2024-05-20,2024-05,4094,UK,Electronics,Headphones,2,1258.84,2517.68
ORD-817606,2024-05-08,2024-05,7697,India,Electronics,Monitor,8,374.59,2996.72
ORD-678874,2024-05-20,2024-05,2490,Italy,Sports,Yoga Mat,7,442.92,3100.44
ORD-283722,2024-05-12,2024-05,9377,China,Books,Cookbook,4,364.3,1457.2
ORD-317062,2024-05-10,2024-05,8736,UK,Books,Dictionary,1,41.76,41.76
ORD-935456,2024-05-20,2024-05,8555,Mexico,Beauty,Lipstick,4,227.39,909.56
ORD-356757,2024-05-20,2024-05,3897,Spain,Beauty,Shampoo,3,420.56,1261.68
ORD-645015,2024-05-02,2024-05,8572,Italy,Clothing,T-Shirt,7,344.19,2409.33
ORD-226858,2024-05-14,2024-05,8703,Spain,Toys,Puzzle,9,479.21,4312.89
ORD-951089,2024-05-27,2024-05,9751,China,Electronics,Mouse,5,1465.76,7328.8
ORD-549407,2024-05-23,2024-05,7527,Japan,Electronics,Monitor,8,1858.41,14867.28
ORD-890183,2024-05-09,2024-05,3032,Netherlands,Clothing,Jacket,10,381.39,3813.9
ORD-934197,2024-05-22,2024-05,2831,Japan,Food,Rice,4,37.28,149.12
ORD-580501,2024-05-11,2024-05,8906,Canada,Books,Comic,2,324.6,649.2
ORD-925621,2024-05-10,2024-05,9053,Australia,Books,Comic,6,347.71,2086.26
ORD-647125,2024-05-02,2024-05,8378,India,Home & Garden,Picture Frame,3,383.05,1149.15
ORD-421559,2024-05-12,2024-05,5725,Sweden,Electronics,Headphones,5,1148.9,5744.5
ORD-261943,2024-05-23,2024-05,3593,China,Office Supplies,Whiteboard,5,225.53,1127.65
ORD-129365,2024-05-13,2024-05,3106,Netherlands,Food,Pasta,4,29.44,117.76
ORD-856169,2024-05-19,2024-05,4467,UK,Office Supplies,Whiteboard,6,15.91,95.46
ORD-775127,2024-05-20,2024-05,9332,China,Automotive,Wiper,6,451.0,2706.0
ORD-779872,2024-05-12,2024-05,3553,Brazil,Office Supplies,Desk Organizer,8,195.21,1561.68
ORD-801229,2024-05-16,2024-05,3770,UK,Automotive,Oil Filter,1,449.6,449.6
ORD-738206,2024-05-07,2024-05,2060,France,Sports,Water Bottle,5,119.91,599.55
ORD-980779,2024-05-15,2024-05,2959,China,Books,Dictionary,1,289.01,289.01
ORD-445521,2024-05-22,2024-05,9587,Australia,Books,Biography,2,26.09,52.18
ORD-183306,2024-05-18,2024-05,9313,Brazil,Clothing,Dress,9,424.84,3823.56
ORD-823201,2024-05-09,2024-05,1917,Germany,Beauty,Lipstick,3,400.66,1201.98
ORD-678788,2024-05-02,2024-05,5015,UK,Books,Journal,5,489.89,2449.45
ORD-647941,2024-05-27,2024-05,5546,Italy,Clothing,Sneakers,3,459.56,1378.68
ORD-600466,2024-05-08,2024-05,5960,Germany,Electronics,Headphones,10,1192.07,11920.7
ORD-601532,2024-05-26,2024-05,8606,Australia,Clothing,T-Shirt,4,320.61,1282.44
ORD-325437,2024-05-07,2024-05,2907,China,Beauty,Shampoo,10,58.94,589.4
ORD-854955,2024-05-14,2024-05,8982,India,Home & Garden,Plant Pot,2,431.96,863.92
ORD-383894,2024-05-09,2024-05,8252,USA,Books,Journal,10,379.73,3797.3
ORD-377033,2024-05-16,2024-05,9070,Brazil,Food,Rice,5,53.85,269.25
ORD-756326,2024-05-22,2024-05,9719,France,Books,Dictionary,5,285.02,1425.1
ORD-593361,2024-05-01,2024-05,8209,China,Clothing,Jacket,9,166.41,1497.69
ORD-199161,2024-05-25,2024-05,9122,Canada,Food,Honey,5,46.04,230.2
ORD-323573,2024-05-25,2024-05,8261,Germany,Sports,Running Shoes,4,63.27,253.08
ORD-818008,2024-05-25,2024-05,6033,Australia,Automotive,Floor Mat,2,269.9,539.8
ORD-301225,2024-05-22,2024-05,5916,India,Office Supplies,Paper Clips,3,85.75,257.25
ORD-596789,2024-05-22,2024-05,7491,India,Food,Honey,9,19.93,179.37
ORD-488802,2024-05-09,2024-05,7830,Sweden,Home & Garden,Vase,5,241.27,1206.35
ORD-571552,2024-05-12,2024-05,3375,Italy,Home & Garden,Cushion,6,416.32,2497.92
ORD-157994,2024-05-14,2024-05,6046,Spain,Toys,Drone,7,12.78,89.46
ORD-318742,2024-05-25,2024-05,7697,China,Sports,Running Shoes,4,144.36,577.44
ORD-441505,2024-05-11,2024-05,5193,USA,Home & Garden,Cushion,7,219.47,1536.29
ORD-268210,2024-05-09,2024-05,4267,Netherlands,Books,Journal,4,62.35,249.4
ORD-361982,2024-05-25,2024-05,6332,USA,Beauty,Brush Set,8,333.11,2664.88
ORD-389455,2024-05-04,2024-05,5589,USA,Office Supplies,Sticky Notes,6,37.5,225.0
ORD-886249,2024-05-10,2024-05,9812,Sweden,Sports,Jump Rope,3,64.41,193.23
ORD-413372,2024-05-05,2024-05,2212,Netherlands,Sports,Bicycle Helmet,10,438.24,4382.4
ORD-899840,2024-05-08,2024-05,4276,China,Automotive,Dash Camera,9,170.64,1535.76
ORD-924076,2024-05-01,2024-05,5271,Italy,Automotive,Floor Mat,2,78.83,157.66
ORD-338742,2024-05-07,2024-05,6143,Italy,Sports,Jump Rope,8,100.23,801.84
ORD-883968,2024-06-23,2024-06,6934,Mexico,Sports,Water Bottle,10,136.92,1369.2
ORD-936865,2024-06-14,2024-06,1379,Mexico,Food,Green Tea,8,45.6,364.8
ORD-558444,2024-06-17,2024-06,1786,Sweden,Automotive,Car Charger,10,193.0,1930.0
ORD-449964,2024-06-18,2024-06,1525,Spain,Automotive,Phone Mount,10,251.08,2510.8
ORD-937383,2024-06-25,2024-06,2099,Brazil,Clothing,Jeans,3,65.04,195.12
ORD-904378,2024-06-21,2024-06,9413,India,Clothing,Scarf,2,496.55,993.1
ORD-176573,2024-06-24,2024-06,8060,China,Home & Garden,Clock,6,84.58,507.48
ORD-122527,2024-06-17,2024-06,3976,China,Office Supplies,Desk Organizer,7,392.75,2749.25
ORD-108952,2024-06-20,2024-06,7577,USA,Office Supplies,Whiteboard,1,415.83,415.83
ORD-807304,2024-06-09,2024-06,4690,UK,Sports,Bicycle Helmet,10,429.23,4292.3
ORD-471872,2024-06-22,2024-06,6351,Mexico,Automotive,Oil Filter,10,108.16,1081.6
ORD-659333,2024-06-10,2024-06,3500,Germany,Books,Cookbook,1,98.98,98.98
ORD-790138,2024-06-11,2024-06,1646,Canada,Food,Rice,4,87.7,350.8
ORD-327788,2024-06-14,2024-06,4421,UK,Books,Comic,4,495.59,1982.36
ORD-126658,2024-06-15,2024-06,6821,Sweden,Electronics,Tablet,7,290.06,2030.42
ORD-315621,2024-06-15,2024-06,8273,USA,Books,Travel Guide,4,224.89,899.56
ORD-859712,2024-06-06,2024-06,7234,Canada,Office Supplies,Notebook,10,258.28,2582.8
ORD-876619,2024-06-07,2024-06,9462,Spain,Clothing,Jacket,8,68.98,551.84
ORD-477338,2024-06-07,2024-06,6871,Germany,Sports,Bicycle Helmet,9,492.72,4434.48
ORD-519753,2024-06-01,2024-06,8831,China,Home & Garden,Candle,7,13.56,94.92
ORD-340500,2024-06-27,2024-06,2639,France,Sports,Basketball,5,42.0,210.0
ORD-147573,2024-06-09,2024-06,2383,USA,Toys,Art Set,6,367.52,2205.12
ORD-247031,2024-06-01,2024-06,3305,India,Books,Cookbook,3,72.69,218.07
ORD-489759,2024-06-26,2024-06,8697,India,Electronics,Laptop,5,459.16,2295.8
ORD-878008,2024-06-06,2024-06,7797,UK,Food,Spices,3,93.95,281.85
ORD-420932,2024-06-06,2024-06,3975,Spain,Sports,Dumbbells,4,24.69,98.76
ORD-447688,2024-06-11,2024-06,7613,India,Sports,Tennis Racket,1,23.95,23.95
ORD-148758,2024-06-28,2024-06,1466,Italy,Beauty,Moisturizer,7,80.73,565.11
ORD-196598,2024-06-04,2024-06,9838,UK,Toys,Lego Set,4,17.32,69.28
ORD-561809,2024-06-15,2024-06,7879,China,Clothing,Jeans,9,491.85,4426.65
ORD-234425,2024-06-16,2024-06,3202,France,Office Supplies,Pen,5,240.05,1200.25
ORD-616740,2024-06-22,2024-06,6290,India,Automotive,Phone Mount,8,360.99,2887.92
ORD-336508,2024-06-05,2024-06,4215,Brazil,Food,Olive Oil,3,81.52,244.56
ORD-362847,2024-06-20,2024-06,2346,France,Clothing,Shorts,4,61.56,246.24
ORD-642013,2024-06-15,2024-06,4024,Italy,Home & Garden,Cushion,9,337.49,3037.41
ORD-872182,2024-06-12,2024-06,5370,Japan,Food,Rice,10,67.81,678.1
ORD-249898,2024-06-07,2024-06,1560,Spain,Toys,Board Game,1,489.97,489.97
ORD-607348,2024-06-11,2024-06,1558,Japan,Books,Cookbook,8,15.74,125.92
ORD-672396,2024-06-07,2024-06,6634,China,Books,Travel Guide,5,232.06,1160.3
ORD-453637,2024-06-25,2024-06,8206,Mexico,Clothing,Dress,6,262.1,1572.6
ORD-578482,2024-06-28,2024-06,4052,Spain,Home & Garden,Cushion,9,248.8,2239.2
ORD-669711,2024-06-26,2024-06,2581,Canada,Sports,Tennis Racket,1,189.06,189.06
ORD-847315,2024-06-27,2024-06,3068,China,Clothing,Sneakers,9,64.46,580.14
ORD-629241,2024-06-15,2024-06,5844,France,Food,Rice,2,46.44,92.88
ORD-308328,2024-06-27,2024-06,3991,UK,Toys,Action Figure,1,343.48,343.48
ORD-939133,2024-06-28,2024-06,6798,India,Automotive,Air Freshener,1,269.98,269.98
ORD-205002,2024-06-17,2024-06,9735,Italy,Sports,Water Bottle,3,91.71,275.13
ORD-739280,2024-06-25,2024-06,3713,Netherlands,Office Supplies,Paper Clips,9,360.88,3247.92
ORD-541727,2024-06-13,2024-06,7947,USA,Books,Comic,9,155.28,1397.52
ORD-178507,2024-06-24,2024-06,8807,UK,Beauty,Face Mask,1,469.69,469.69
ORD-162099,2024-06-24,2024-06,5117,Germany,Automotive,Floor Mat,2,310.43,620.86
ORD-510243,2024-06-27,2024-06,7723,China,Food,Honey,4,20.22,80.88
ORD-173957,2024-06-07,2024-06,3612,India,Toys,Drone,6,131.8,790.8
ORD-804975,2024-06-13,2024-06,4707,Sweden,Home & Garden,Throw Blanket,10,70.5,705.0
ORD-111292,2024-06-22,2024-06,3487,UK,Books,Journal,6,144.98,869.88
ORD-593993,2024-06-04,2024-06,2921,Brazil,Automotive,Floor Mat,10,388.11,3881.1
ORD-576438,2024-06-04,2024-06,4804,Netherlands,Beauty,Sunscreen,10,275.22,2752.2
ORD-500033,2024-06-09,2024-06,3517,Sweden,Clothing,Hoodie,1,475.25,475.25
ORD-895302,2024-06-19,2024-06,5185,Japan,Clothing,Scarf,8,92.54,740.32
ORD-480160,2024-06-24,2024-06,5769,Canada,Books,Textbook,10,305.62,3056.2
ORD-983241,2024-06-02,2024-06,4953,Japan,Beauty,Nail Polish,5,322.65,1613.25
ORD-187129,2024-06-22,2024-06,5519,Japan,Home & Garden,Cushion,6,419.79,2518.74
ORD-554837,2024-06-19,2024-06,1211,Germany,Clothing,Scarf,10,252.54,2525.4
ORD-736095,2024-06-20,2024-06,5354,Brazil,Clothing,Scarf,7,420.33,2942.31
ORD-703587,2024-06-04,2024-06,9502,India,Toys,Board Game,2,299.27,598.54
ORD-542320,2024-06-19,2024-06,2555,Australia,Clothing,Sneakers,10,339.58,3395.8
ORD-701195,2024-06-26,2024-06,7451,Mexico,Electronics,Monitor,8,908.48,7267.84
ORD-801569,2024-06-26,2024-06,9564,Netherlands,Electronics,Keyboard,7,1274.83,8923.81
ORD-406474,2024-06-21,2024-06,1420,USA,Books,Cookbook,2,473.52,947.04
ORD-469495,2024-06-09,2024-06,7752,Netherlands,Electronics,Mouse,6,749.25,4495.5
ORD-905947,2024-06-02,2024-06,5074,Spain,Home & Garden,Clock,5,169.01,845.05
ORD-985752,2024-06-13,2024-06,3631,Italy,Books,Dictionary,3,379.13,1137.39
ORD-431910,2024-06-20,2024-06,9189,Australia,Clothing,Hoodie,4,273.74,1094.96
ORD-770538,2024-06-13,2024-06,6010,Mexico,Clothing,Jeans,8,163.33,1306.64
ORD-453371,2024-06-28,2024-06,4050,France,Toys,Action Figure,6,356.62,2139.72
ORD-710110,2024-06-11,2024-06,8172,UK,Sports,Running Shoes,4,17.8,71.2
ORD-748513,2024-06-18,2024-06,6087,Spain,Automotive,Floor Mat,7,273.74,1916.18
ORD-993605,2024-06-23,2024-06,2244,Canada,Books,Textbook,7,303.0,2121.0
ORD-208659,2024-06-12,2024-06,5315,Brazil,Food,Rice,7,42.69,298.83
ORD-357848,2024-06-08,2024-06,5815,Australia,Office Supplies,Notebook,1,226.84,226.84
ORD-357269,2024-06-16,2024-06,9978,USA,Food,Pasta,4,26.32,105.28
ORD-999186,2024-06-01,2024-06,4700,UK,Beauty,Lipstick,1,155.43,155.43
ORD-532352,2024-06-18,2024-06,8917,Brazil,Beauty,Nail Polish,4,499.2,1996.8
ORD-883068,2024-06-19,2024-06,4048,Mexico,Automotive,Wiper,7,445.42,3117.94
ORD-435706,2024-06-12,2024-06,5284,Japan,Sports,Tennis Racket,4,188.61,754.44
ORD-934202,2024-06-05,2024-06,9853,Italy,Sports,Dumbbells,4,167.61,670.44
ORD-661365,2024-06-26,2024-06,9819,Canada,Office Supplies,Stapler,8,492.9,3943.2
ORD-960962,2024-06-12,2024-06,6136,Italy,Clothing,Sneakers,9,361.61,3254.49
ORD-559140,2024-06-27,2024-06,4669,India,Beauty,Sunscreen,10,36.07,360.7
ORD-686149,2024-06-06,2024-06,9145,Canada,Office Supplies,Sticky Notes,8,20.84,166.72
ORD-168590,2024-06-23,2024-06,1942,Netherlands,Sports,Jump Rope,6,82.46,494.76
ORD-614651,2024-06-24,2024-06,5523,Sweden,Office Supplies,Whiteboard,10,23.51,235.1
ORD-831073,2024-06-22,2024-06,8058,Germany,Food,Spices,9,47.95,431.55
ORD-251239,2024-06-26,2024-06,5991,India,Sports,Water Bottle,7,439.22,3074.54
ORD-846705,2024-06-01,2024-06,9841,Netherlands,Office Supplies,Desk Organizer,1,485.74,485.74
ORD-533807,2024-06-03,2024-06,6871,Spain,Office Supplies,Notebook,9,310.79,2797.11
ORD-976336,2024-06-25,2024-06,3641,India,Books,Biography,3,381.82,1145.46
ORD-523158,2024-06-04,2024-06,3969,Italy,Electronics,Mouse,2,696.99,1393.98
ORD-291878,2024-06-16,2024-06,7347,Italy,Toys,Drone,6,77.87,467.22
ORD-623954,2024-06-23,2024-06,2570,UK,Home & Garden,Cushion,5,220.88,1104.4
ORD-456222,2024-06-07,2024-06,2486,Japan,Food,Pasta,2,26.53,53.06
ORD-162019,2024-06-20,2024-06,8401,USA,Clothing,Dress,9,39.84,358.56
ORD-503443,2024-06-17,2024-06,7113,USA,Clothing,Jacket,6,16.16,96.96
ORD-767399,2024-06-03,2024-06,6017,Netherlands,Electronics,Monitor,4,1913.64,7654.56
ORD-728850,2024-06-04,2024-06,9162,Australia,Food,Olive Oil,3,87.85,263.55
ORD-631972,2024-06-15,2024-06,7130,Sweden,Office Supplies,Stapler,3,356.12,1068.36
ORD-946415,2024-06-02,2024-06,3438,India,Beauty,Moisturizer,2,468.29,936.58
ORD-275516,2024-06-22,2024-06,6106,Australia,Home & Garden,Candle,9,98.4,885.6
ORD-576752,2024-06-05,2024-06,2633,India,Beauty,Lipstick,6,498.7,2992.2
ORD-358182,2024-06-22,2024-06,9978,Canada,Toys,Art Set,6,281.69,1690.14
ORD-143610,2024-06-16,2024-06,6991,Netherlands,Food,Olive Oil,7,22.89,160.23
ORD-203578,2024-06-27,2024-06,6870,Spain,Electronics,Mouse,10,1823.85,18238.5
ORD-647013,2024-06-17,2024-06,9517,Sweden,Clothing,Hoodie,9,285.87,2572.83
ORD-407189,2024-06-11,2024-06,7458,France,Automotive,Seat Cover,4,76.38,305.52
ORD-209385,2024-06-03,2024-06,7984,Japan,Toys,Drone,8,250.33,2002.64
ORD-908287,2024-06-13,2024-06,6267,India,Automotive,Oil Filter,5,159.89,799.45
ORD-884179,2024-06-03,2024-06,1903,Germany,Automotive,Car Charger,10,160.49,1604.9
ORD-417661,2024-06-02,2024-06,9893,Italy,Food,Rice,1,55.76,55.76
ORD-874415,2024-06-02,2024-06,7306,Brazil,Books,Dictionary,7,413.64,2895.48
ORD-324912,2024-06-12,2024-06,9329,Brazil,Automotive,Air Freshener,1,343.76,343.76
ORD-848719,2024-06-08,2024-06,2616,Sweden,Beauty,Perfume,2,359.08,718.16
ORD-500019,2024-06-21,2024-06,4335,India,Beauty,Lipstick,1,310.38,310.38
ORD-285658,2024-06-08,2024-06,4375,USA,Clothing,Dress,6,333.2,1999.2
ORD-248551,2024-06-27,2024-06,7388,Sweden,Books,Dictionary,3,206.96,620.88
ORD-314828,2024-06-14,2024-06,5033,Sweden,Office Supplies,Whiteboard,5,343.39,1716.95
ORD-983566,2024-06-27,2024-06,5466,Japan,Toys,Board Game,5,212.68,1063.4
ORD-143829,2024-06-01,2024-06,4104,India,Beauty,Sunscreen,7,317.0,2219.0
ORD-929622,2024-06-21,2024-06,8358,Canada,Food,Olive Oil,3,15.87,47.61
ORD-813981,2024-06-11,2024-06,9004,Brazil,Clothing,Jacket,5,92.01,460.05
ORD-897955,2024-06-28,2024-06,7524,France,Home & Garden,Picture Frame,2,289.35,578.7
ORD-233289,2024-06-18,2024-06,2956,Canada,Toys,Action Figure,4,424.76,1699.04
ORD-973563,2024-06-04,2024-06,9490,China,Electronics,Mouse,1,267.24,267.24
ORD-557125,2024-06-23,2024-06,7358,Spain,Food,Green Tea,4,81.61,326.44
ORD-904037,2024-06-20,2024-06,7076,China,Beauty,Perfume,9,386.87,3481.83
ORD-457928,2024-06-19,2024-06,4096,USA,Books,Dictionary,3,16.96,50.88
ORD-510320,2024-06-07,2024-06,5109,China,Food,Rice,1,90.65,90.65
ORD-452204,2024-06-03,2024-06,7226,Brazil,Food,Pasta,4,26.4,105.6
ORD-401787,2024-06-27,2024-06,8190,Canada,Electronics,Mouse,9,529.26,4763.34
ORD-643211,2024-06-04,2024-06,3639,USA,Food,Rice,7,70.05,490.35
ORD-208834,2024-06-11,2024-06,9753,Italy,Electronics,Tablet,3,772.23,2316.69
ORD-906035,2024-06-19,2024-06,4828,USA,Electronics,Keyboard,7,163.91,1147.37
ORD-699252,2024-06-18,2024-06,2960,India,Books,Novel,8,46.22,369.76
ORD-742366,2024-06-24,2024-06,7325,China,Home & Garden,Lamp,8,126.46,1011.68
ORD-334713,2024-06-05,2024-06,5096,China,Sports,Jump Rope,6,232.57,1395.42
ORD-875952,2024-06-09,2024-06,3365,Japan,Home & Garden,Throw Blanket,6,442.15,2652.9
ORD-993055,2024-06-02,2024-06,1343,UK,Toys,Plush Toy,9,235.37,2118.33
ORD-541597,2024-06-21,2024-06,4718,Netherlands,Toys,Lego Set,7,182.94,1280.58
ORD-441847,2024-06-13,2024-06,7844,China,Beauty,Brush Set,6,237.12,1422.72
ORD-304054,2024-06-07,2024-06,7535,Germany,Food,Olive Oil,10,72.7,727.0
ORD-248196,2024-06-21,2024-06,6954,Australia,Beauty,Nail Polish,7,160.38,1122.66
ORD-532136,2024-06-27,2024-06,8704,France,Clothing,Scarf,10,478.31,4783.1
ORD-642638,2024-06-18,2024-06,1833,Australia,Books,Biography,7,446.06,3122.42
ORD-799393,2024-06-23,2024-06,8074,USA,Food,Chocolate,10,24.61,246.1
ORD-258002,2024-06-13,2024-06,3823,Mexico,Home & Garden,Throw Blanket,4,291.78,1167.12
ORD-431575,2024-06-28,2024-06,7738,Germany,Sports,Jump Rope,8,371.85,2974.8
ORD-155315,2024-06-03,2024-06,9693,Spain,Electronics,Smartphone,1,217.21,217.21
ORD-323359,2024-06-12,2024-06,6431,Sweden,Clothing,Hoodie,3,109.47,328.41
ORD-598165,2024-06-11,2024-06,6039,India,Clothing,Hoodie,8,295.89,2367.12
ORD-259401,2024-06-04,2024-06,6547,France,Food,Pasta,3,81.22,243.66
ORD-679150,2024-06-20,2024-06,3674,Brazil,Toys,Puzzle,9,210.74,1896.66
ORD-201784,2024-06-22,2024-06,8693,Canada,Home & Garden,Vase,8,473.25,3786.0
ORD-714649,2024-06-13,2024-06,1645,China,Food,Spices,1,50.3,50.3
ORD-460530,2024-06-01,2024-06,6937,China,Beauty,Perfume,10,485.45,4854.5
ORD-810277,2024-06-06,2024-06,6566,Canada,Clothing,Hoodie,5,76.12,380.6
ORD-765030,2024-06-26,2024-06,7449,Sweden,Food,Green Tea,4,96.24,384.96
ORD-116730,2024-06-20,2024-06,6254,Australia,Home & Garden,Candle,8,491.95,3935.6
ORD-645712,2024-06-09,2024-06,7844,Netherlands,Food,Rice,5,23.24,116.2
ORD-834543,2024-06-06,2024-06,1384,Sweden,Beauty,Face Mask,4,35.49,141.96
ORD-791442,2024-06-11,2024-06,6023,Japan,Home & Garden,Clock,8,29.82,238.56
ORD-111196,2024-06-28,2024-06,2314,UK,Sports,Yoga Mat,10,489.34,4893.4
ORD-829062,2024-06-16,2024-06,1314,Germany,Home & Garden,Lamp,1,196.21,196.21
ORD-526974,2024-06-26,2024-06,5428,Australia,Toys,Card Game,7,261.17,1828.19
ORD-395322,2024-06-09,2024-06,6605,Italy,Food,Rice,8,57.48,459.84
ORD-633506,2024-06-22,2024-06,5369,Sweden,Clothing,Scarf,6,51.55,309.3
ORD-285710,2024-06-25,2024-06,2859,Spain,Electronics,Tablet,2,258.75,517.5
ORD-179074,2024-06-26,2024-06,7117,India,Clothing,Jacket,2,126.1,252.2
ORD-756541,2024-06-20,2024-06,1158,Netherlands,Electronics,Monitor,10,187.25,1872.5
ORD-309213,2024-06-04,2024-06,8549,India,Sports,Dumbbells,3,37.52,112.56
ORD-320430,2024-06-03,2024-06,2329,Italy,Food,Green Tea,4,5.36,21.44
ORD-957264,2024-06-21,2024-06,1819,Australia,Clothing,Shorts,8,269.37,2154.96
ORD-164242,2024-06-10,2024-06,4232,China,Beauty,Perfume,10,368.47,3684.7
ORD-250882,2024-06-06,2024-06,8250,Canada,Food,Organic Coffee,5,97.55,487.75
ORD-297340,2024-06-04,2024-06,9880,Italy,Office Supplies,Paper Clips,2,354.41,708.82
ORD-411132,2024-06-13,2024-06,4064,UK,Sports,Water Bottle,10,321.3,3213.0
ORD-871168,2024-06-14,2024-06,7754,Germany,Automotive,Floor Mat,6,132.97,797.82
ORD-167793,2024-06-22,2024-06,4944,Mexico,Automotive,Car Charger,3,133.32,399.96
ORD-183835,2024-06-24,2024-06,2009,Australia,Clothing,Scarf,7,39.6,277.2
ORD-831985,2024-06-19,2024-06,8306,Australia,Electronics,Smartphone,6,1554.2,9325.2
ORD-878245,2024-06-27,2024-06,2079,Italy,Office Supplies,Whiteboard,6,166.34,998.04
ORD-881156,2024-06-25,2024-06,8871,France,Sports,Jump Rope,9,249.65,2246.85
ORD-584064,2024-06-23,2024-06,4117,USA,Books,Cookbook,8,182.92,1463.36
ORD-873701,2024-06-15,2024-06,6314,Netherlands,Toys,Art Set,3,231.57,694.71
ORD-762902,2024-06-05,2024-06,7317,Netherlands,Toys,Board Game,7,396.25,2773.75
ORD-258375,2024-06-14,2024-06,3447,USA,Toys,Card Game,3,397.77,1193.31
ORD-453700,2024-06-13,2024-06,4013,USA,Books,Textbook,5,241.42,1207.1
ORD-391157,2024-06-06,2024-06,4240,Japan,Electronics,Mouse,9,641.87,5776.83
ORD-992964,2024-06-24,2024-06,4731,India,Books,Journal,7,254.58,1782.06
ORD-840319,2024-06-04,2024-06,3618,Australia,Beauty,Moisturizer,6,42.78,256.68
ORD-942658,2024-06-08,2024-06,8810,UK,Office Supplies,Whiteboard,8,264.19,2113.52
ORD-761084,2024-06-10,2024-06,4545,USA,Toys,Art Set,6,319.44,1916.64
ORD-395590,2024-06-04,2024-06,6089,India,Office Supplies,Sticky Notes,9,303.57,2732.13
ORD-118570,2024-06-19,2024-06,6588,Australia,Sports,Running Shoes,2,485.51,971.02
ORD-427718,2024-06-07,2024-06,8324,Germany,Sports,Bicycle Helmet,4,472.84,1891.36
ORD-233308,2024-06-26,2024-06,8801,India,Home & Garden,Cushion,4,172.22,688.88
ORD-612321,2024-06-19,2024-06,6272,Italy,Office Supplies,Paper Clips,4,308.6,1234.4
ORD-753899,2024-06-04,2024-06,8696,Brazil,Electronics,Monitor,3,799.08,2397.24
ORD-170176,2024-06-20,2024-06,6269,China,Clothing,Scarf,5,451.21,2256.05
ORD-481453,2024-06-25,2024-06,8364,Spain,Toys,Action Figure,3,145.34,436.02
ORD-964904,2024-06-21,2024-06,1967,Germany,Beauty,Lipstick,6,11.5,69.0
ORD-429429,2024-06-09,2024-06,8906,Spain,Automotive,Air Freshener,8,478.77,3830.16
ORD-869046,2024-06-20,2024-06,9786,Sweden,Books,Biography,5,306.49,1532.45
ORD-412661,2024-06-26,2024-06,1992,Germany,Books,Comic,1,194.24,194.24
ORD-182533,2024-06-01,2024-06,5276,France,Books,Cookbook,7,24.12,168.84
ORD-722691,2024-06-21,2024-06,7039,China,Beauty,Perfume,3,197.19,591.57
ORD-840605,2024-06-09,2024-06,8276,Sweden,Sports,Dumbbells,4,233.41,933.64
ORD-229934,2024-06-05,2024-06,8427,India,Home & Garden,Throw Blanket,1,168.17,168.17
ORD-676850,2024-06-05,2024-06,1858,Australia,Sports,Jump Rope,7,164.48,1151.36
ORD-774885,2024-06-06,2024-06,1417,Japan,Toys,Card Game,1,170.04,170.04
